0
# 2016 10 12 23 59 55.70  42.7615   13.2787   15.06  0.00  4.86  3.46  0.81    100001 E
# 2016 10 13  0  0  5.96  42.7548   13.1805    3.97  0.00  0.93  0.69  0.22    100002 E
# 2016 10 13  0  0 36.44  42.7412   13.1925    3.97  0.00  0.23  0.40  0.25    100003 E
# 2016 10 13  0  0 43.18  42.8675   13.0812    4.85  0.00  0.60  1.56  0.59    100004 E
# 2016 10 13  0  1  3.25  42.9337   13.0253    6.84  0.00  0.46  1.06  0.26    100005 E
# 2016 10 13  0  1 15.37  42.9333   13.0273    3.05  0.00  1.62  5.62  1.02    100006 E
# 2016 10 13  0  1 34.21  42.8700   13.0727    4.19  0.00  0.23  1.12  0.28    100007 E
# 2016 10 13  0  2 22.78  42.6430   13.2475    8.29  0.00  0.62  1.17  0.35    100008 E
# 2016 10 13  0  2 37.49  42.8708   12.9887    2.49  0.00  2.35  1.64  0.60    100009 E
# 2016 10 13  0  2 45.58  42.7547   13.2350    8.20  0.00  0.33  0.75  0.30    100010 E
# 2016 10 13  0  3  5.84  42.7048   13.1805   10.15  0.00  0.99  1.45  0.30    100011 E
# 2016 10 13  0  3 12.42  42.8845   13.1490    3.44  0.00  0.25  0.55  0.25    100012 E
# 2016 10 13  0  4  4.00  42.8678   13.0770    3.25  0.00  0.41  0.77  0.31    100013 E
# 2016 10 13  0  4 19.81  42.8175   13.2278    2.47  0.00  0.56  1.92  0.30    100014 E
# 2016 10 13  0  4 33.39  42.9292   13.2002    2.70  0.00  0.53  1.01  0.24    100015 E
# 2016 10 13  0  4 45.95  42.6947   13.1807    3.66  0.00  1.27  3.83  0.54    100016 E
# 2016 10 13  0  5  4.52  42.7477   13.1428    2.67  0.00  0.26  0.54  0.30    100017 E
# 2016 10 13  0  5 36.69  42.7758   13.1930    2.02  0.00  2.76  2.26  0.84    100018 E
# 2016 10 13  0  5 51.94  42.8312   13.0677    2.84  0.00  0.94  1.58  0.44    100019 E
# 2016 10 13  0  6 18.24  42.8875   13.1157    6.81  0.00  2.18  4.25  1.02    100020 E
# 2016 10 13  0  6 51.81  42.6425   13.2640    6.88  0.00  1.25  2.16  0.32    100021 E
# 2016 10 13  0  6 55.27  42.7525   13.1250    1.90  0.00  0.38  0.68  0.25    100022 E
# 2016 10 13  0  7 24.55  42.7267   13.1373    4.26  0.00  2.50 24.42  0.93    100023 E
# 2016 10 13  0  8 29.19  42.8680   13.0777    3.82  0.00  0.50  0.53  0.22    100024 E
# 2016 10 13  0  8 39.79  42.7478   13.2000    4.05  0.00  0.22  0.86  0.29    100025 E
# 2016 10 13  0  9 19.86  42.7335   13.1575    0.18  0.00  2.47  5.49  0.93    100026 E
# 2016 10 13  0  9 30.25  42.7983   13.1492    6.27  0.00  0.39  0.81  0.11    100027 E
# 2016 10 13  0 10  3.76  42.8587   13.2583    2.44  0.00  0.73  3.62  0.35    100028 E
# 2016 10 13  0 10 16.76  42.8790   13.0908    4.12  0.00  0.88  1.12  0.19    100029 E
# 2016 10 13  0 10 35.22  42.8562   13.0745    4.99  0.00  0.40  0.92  0.27    100030 E
# 2016 10 13  0 11 34.60  42.7317   13.1630    3.47  0.00  0.28  0.58  0.35    100031 E
# 2016 10 13  0 12  3.07  42.6418   13.2197    5.51  0.00  0.30  0.44  0.10    100032 E
# 2016 10 13  0 12 15.13  42.7940   13.2150    3.82  0.00  0.23  0.43  0.29    100033 E
# 2016 10 13  0 12 19.43  42.7883   13.2608   10.89  0.00  0.58  1.15  0.32    100034 E
